lat,lon,elevation_m,slope_deg,rain_3day_mm,soil_moisture,ndvi,dist_to_old_landslide_m,dist_to_road_m,risk_label
26.29745379541047,90.92062138867087,1466,17,184,0.854,0.791,1834,467,1
25.986462136364366,94.21676273105618,672,15,141,0.597,0.417,2041,41,1
26.61566786253355,91.04579887075454,874,49,79,0.416,0.172,1341,2052,1
23.25496474599136,90.09407167770458,939,45,30,0.151,0.616,5795,2201,0
24.64900498350259,89.21258956384857,2047,40,177,0.785,0.451,1630,92,2
25.900210403798226,92.89258489853876,1277,7,248,0.701,0.547,4496,2012,1
25.686824581996746,92.04445779816102,782,25,239,0.334,0.765,4592,661,1
26.90194644863312,95.94639135277627,2052,21,277,0.412,0.101,5276,2077,2
27.41429840270389,89.70882507202496,2707,44,186,0.76,0.291,5956,264,2
26.345423578710438,88.99417720635464,2178,48,254,0.751,0.223,2369,1326,2
23.142331010939344,89.72454976207601,1327,38,34,0.137,0.85,1513,133,0
24.03563118200387,91.29718618084867,2917,7,292,0.645,0.411,4063,2158,2
25.308354860589798,93.75025044788644,827,43,36,0.111,0.837,5421,2017,0
25.67412498775064,94.60870304430644,1588,28,285,0.732,0.812,3073,243,2
25.689966308414835,89.70514371796008,1446,24,39,0.903,0.868,845,419,0
26.976650257655123,94.89655078014448,2200,38,127,0.585,0.858,4624,2291,1
27.254769586640442,92.94968919913481,1183,41,183,0.673,0.662,3548,431,2
27.914909823916332,92.95073208155607,1943,37,172,0.659,0.527,4964,1819,1
23.94433533682576,92.91063615624125,2992,25,190,0.45,0.607,5996,1329,1
22.50117376713365,88.3119661200539,2126,29,281,0.887,0.303,3756,1837,2
28.406366551900806,89.93340531514201,1730,23,8,0.54,0.895,2522,31,0
25.837938513040612,96.33330205190559,2594,25,11,0.756,0.855,2310,2272,0
27.83775211492877,90.24871215296497,2003,14,48,0.132,0.385,1183,1090,0
27.257425165885678,89.5561224177069,1829,21,153,0.178,0.42,1831,321,1
26.884736171737664,93.18655326540704,653,49,295,0.797,0.176,5311,1235,2
27.71871908472732,90.04045904225936,993,10,28,0.884,0.368,3607,1711,0
22.74709351298138,92.85936756494802,2647,46,5,0.639,0.606,493,1253,1
27.017041218063184,93.17729368465069,2325,14,167,0.527,0.277,463,1614,1
22.995270675831495,93.14296531459567,1876,10,113,0.467,0.729,1262,546,0
27.072197517821376,92.32830251778412,1034,8,280,0.439,0.168,4160,1784,1
23.95389055035907,90.39631381624153,1508,17,249,0.436,0.557,4647,2152,1
24.691605866624766,89.71440767412368,2234,32,165,0.682,0.561,971,1699,1
25.14278054437984,96.31791886213085,1097,27,12,0.754,0.235,2914,1816,0
23.958289859396558,93.5890219832999,723,19,102,0.683,0.225,752,465,1
25.32714182240135,90.98689047158574,2343,14,147,0.112,0.655,961,1254,0
26.238251957144897,96.93071915412044,2478,39,108,0.273,0.519,2168,2252,1
23.52191788226858,90.55612186943192,1546,49,9,0.42,0.825,4365,183,0
26.462236952989265,93.9668347214814,2091,49,138,0.145,0.624,118,277,2
28.37875710639512,92.57686298928787,1446,47,184,0.835,0.115,5369,1588,2
23.618504324505114,92.50585740581991,860,50,50,0.868,0.488,4941,2182,1
24.501417807784655,91.54059836044547,1748,34,287,0.887,0.117,2076,2173,2
28.475966467480852,96.80729042374539,1467,15,9,0.395,0.382,5171,1243,0
23.853496185766527,91.07607537563575,1647,22,31,0.632,0.803,291,2278,0
23.942164849023456,89.37474238751966,2209,30,70,0.175,0.406,5604,936,0
25.74812296110609,95.20094553247684,2879,24,168,0.482,0.205,5395,572,1
26.437390518174915,93.08359858582921,1094,13,158,0.685,0.819,1157,1766,1
24.405585535147303,95.91674309454639,1254,15,162,0.158,0.526,5943,489,0
26.97365837993183,95.39528664236643,2314,6,163,0.848,0.431,3418,1247,1
27.07468490239779,93.50783437902122,607,45,140,0.229,0.25,1127,761,1
22.97685258186495,95.01843624777659,1971,22,290,0.621,0.577,1941,111,2
27.61277659479351,92.42301037359701,1253,13,257,0.819,0.475,5371,1536,2
23.83532527427524,94.04205178390586,2191,13,83,0.264,0.126,172,1110,0
27.700649430940075,95.9882822425742,1830,17,104,0.156,0.842,3648,2011,0
26.169029248020312,94.6822106923715,2114,32,207,0.76,0.586,3166,1286,2
25.209657555381973,95.44309091493415,947,43,274,0.546,0.801,365,2137,2
25.59676009856879,93.67583697783448,2086,7,125,0.541,0.416,371,2289,0
23.49891961019317,90.6497775280342,2389,8,97,0.348,0.418,2544,1176,0
26.835880748957,89.01854427619236,870,8,264,0.868,0.471,5342,1855,1
25.222084414526023,96.06955756555281,1232,42,279,0.215,0.431,3743,107,2
23.047147443033676,94.35604038867791,1006,17,232,0.177,0.359,5363,676,1
25.802075313654854,88.39515475119906,2051,45,185,0.173,0.666,4241,659,2
23.57320058803961,94.4084273909166,1092,15,171,0.581,0.628,1279,669,1
23.20532387041488,89.18413928630878,1240,31,157,0.363,0.715,3705,1187,1
25.761006957625803,88.05175494009148,2542,17,1,0.629,0.302,3807,2043,0
22.976429504210497,93.4009189386603,2309,36,121,0.284,0.628,3767,1684,1
23.389537009078143,93.87949190393968,1257,20,280,0.336,0.603,1750,205,2
28.022308189617217,88.44128226473919,1856,7,74,0.826,0.634,4992,1227,0
27.223845477201515,89.59677340609312,2844,31,91,0.237,0.328,5464,2441,0
27.885178657424717,95.38238268054276,2009,34,296,0.406,0.129,2501,1327,2
25.662316400427724,92.72181588328338,1848,32,281,0.155,0.477,1049,1129,2
25.401977899256682,94.19788850428911,859,49,107,0.62,0.187,5202,2171,1
28.470146013345307,91.18468009936771,2855,50,147,0.463,0.778,2177,2157,2
27.801982087317366,90.09449475539687,1236,13,288,0.522,0.683,4127,2022,2
27.297386107533036,96.99088306525118,1349,23,99,0.101,0.119,5173,488,0
26.34370986526551,94.21015355389298,546,31,23,0.384,0.548,5272,874,0
26.615014731881747,91.07225426707002,966,21,34,0.362,0.505,2703,30,0
27.28352630297355,93.81086998598117,2443,41,14,0.807,0.255,2818,1967,1
27.203934199251233,91.72557758800767,2394,35,79,0.633,0.814,4448,1377,1
22.61231058276873,93.19657877958893,2694,8,266,0.354,0.68,2634,2279,1
26.259065085691503,95.58165197442267,2036,26,181,0.156,0.219,305,1394,1
24.128984499597678,88.78118006492771,629,41,199,0.259,0.193,2575,1293,2
23.550076474796143,91.36794121611487,1738,20,190,0.484,0.861,1820,2155,1
23.424466663161443,91.06104313815185,2548,7,103,0.876,0.455,254,1981,1
23.731122660245177,88.32897283236917,1043,35,268,0.364,0.362,854,2119,2
24.499738520393187,96.0026728839819,856,29,267,0.198,0.349,410,2439,2
26.333105112260682,89.88861118173543,1778,11,266,0.751,0.696,234,2370,2
23.39592433679831,90.46273197256136,1616,17,98,0.344,0.526,3663,486,0
24.126312604914165,96.48950036867845,1804,5,286,0.537,0.265,2919,2255,1
25.161885830047407,89.1706660185824,2714,23,293,0.308,0.157,5073,1392,2
26.72806556207484,96.02148305129116,1233,35,25,0.19,0.143,3543,1610,0
28.342091333394528,94.80168642014156,821,45,228,0.624,0.35,1673,2190,2
25.233505024480447,94.16030177324836,898,34,290,0.212,0.75,5772,1923,2
24.85246151015251,94.29653158974186,1988,50,238,0.5,0.858,1227,1061,2
22.89219119289522,89.01598351570195,623,47,169,0.77,0.806,3763,2001,2
23.26436401194109,88.92638989278059,2853,35,236,0.819,0.326,2905,2480,2
24.9048988487066,91.72097715100033,2388,50,54,0.377,0.62,2524,2187,1
23.74942887487631,94.24653874575147,1895,44,124,0.566,0.879,3194,275,1
26.47567354155802,88.70104962329792,1208,32,222,0.582,0.374,5736,972,2
25.830526207282567,95.3982074708264,1832,50,293,0.811,0.191,4933,1901,2
24.464449457569202,93.8049020390323,2052,16,157,0.913,0.156,940,2447,1
26.465288362617034,92.07676978246347,1100,8,46,0.285,0.211,4807,5,0
25.92165844713211,96.21883838710211,1727,23,199,0.623,0.458,1734,1301,1
26.16894453703262,92.59381491420997,533,24,222,0.71,0.832,781,2391,2
27.424519701839813,91.23320167502229,2793,13,150,0.153,0.821,485,8,0
24.936195927034245,91.9167104356443,2067,23,15,0.3,0.662,3279,1308,0
23.425603745362352,96.97710438709424,2208,18,88,0.504,0.251,3200,1480,0
26.44756018087574,96.77477524363964,2493,47,64,0.214,0.157,178,594,1
26.2394908895998,92.08954923290561,2243,13,43,0.217,0.745,3785,2480,0
26.127439543936998,93.2014465070025,2239,32,282,0.797,0.408,1899,766,2
28.369400696659014,93.11334619931439,637,20,256,0.329,0.841,4771,1508,1
26.881112816838616,92.73767248431005,1081,50,188,0.196,0.485,5706,332,2
25.334709434091874,94.67517499606038,1504,22,238,0.539,0.519,5047,367,2
27.921511635640837,92.81529935454387,716,47,39,0.681,0.531,4798,1284,1
24.617487249996422,96.79984463143356,2224,5,240,0.486,0.825,4751,1362,1
24.06265881932159,93.66370048566493,2808,23,148,0.242,0.656,4945,1250,1
25.408561129086173,89.14139201902125,1674,42,86,0.587,0.625,2440,116,1
26.94857499502075,93.43439385720733,558,9,142,0.314,0.593,2304,1057,0
25.40951108250659,95.19434805770591,1467,42,77,0.66,0.396,1486,1075,1
27.016567781280827,91.71653088877581,2531,7,175,0.936,0.874,4928,636,1
26.90616666563599,91.10568147516945,2866,29,121,0.662,0.681,1420,868,1
25.357391654016098,92.28639616605159,2133,46,135,0.742,0.193,1422,1905,2
25.682652795476216,91.91260896702683,1094,39,119,0.423,0.664,3937,1080,1
28.00627284636915,93.73681736129859,898,23,229,0.425,0.353,4393,173,1
24.84692258213946,94.95835913775578,2892,32,139,0.385,0.314,855,1050,1
22.56346793500193,88.07628549996916,2743,20,99,0.542,0.642,1523,1288,0
23.816497954364895,90.54967317184109,1939,9,6,0.45,0.52,5665,1831,0
26.32849731095687,94.37267595246551,2955,17,17,0.12,0.174,4917,893,0
27.876009782143463,94.2608827029047,1256,12,44,0.828,0.204,5427,2323,0
27.116154779209943,94.22999342628214,1632,21,150,0.497,0.849,5282,1862,1
24.83154256638831,96.96362710401809,2067,47,165,0.319,0.725,2321,260,2
26.372899062576472,88.97587421756128,1230,21,135,0.251,0.156,1693,1613,1
22.709165367763617,88.63371094422118,923,39,220,0.286,0.615,3667,1065,2
26.487635018996173,90.3979283300375,654,21,228,0.116,0.498,5398,8,1
25.116346004780205,95.59644238315454,2458,49,168,0.869,0.56,4272,2014,2
25.90346331307161,96.41537968758055,996,9,276,0.292,0.408,5696,1979,1
25.707757779360207,96.6483296980006,1996,27,170,0.68,0.42,5229,376,1
22.735987095572632,91.45747307648217,2771,10,235,0.746,0.332,1713,728,1
23.009174908036627,93.6951214219768,2492,17,153,0.691,0.817,5216,1476,1
24.83260520084169,95.13465254653221,2503,17,71,0.13,0.12,4907,981,0
24.535710635306884,91.03946743972604,651,46,157,0.525,0.872,3730,72,2
28.14053873768797,95.83180026611907,2377,7,207,0.2,0.746,5516,2147,1
25.4333682799562,88.17156706184876,1079,39,76,0.73,0.286,640,156,1
27.927974103719173,95.38665300714429,704,44,23,0.306,0.619,167,710,1
25.4828609792133,95.1925770010103,967,11,233,0.62,0.768,573,440,1
23.224814637416003,94.15679545092361,1828,19,32,0.784,0.441,5607,1651,0
23.540685892202127,88.56899698888294,2929,39,70,0.373,0.872,1796,191,1
25.13196727232536,96.33107977537716,1175,22,72,0.744,0.234,3080,2271,0
22.593781957609664,92.38270727341252,1146,7,68,0.185,0.778,5067,1545,0
24.997333453305224,95.26670622922605,1662,5,3,0.253,0.171,5389,2436,0
23.93552255353732,89.57094042371841,2187,35,64,0.275,0.612,4335,1849,0
24.587121401076878,88.04113037153627,1733,49,19,0.607,0.674,5063,365,1
25.545244539645736,92.177944063641,2710,20,98,0.2,0.524,833,1487,0
23.557942904223186,94.03128371614261,2537,45,106,0.335,0.255,1272,1948,1
26.20091610275896,96.01071634013707,1869,7,27,0.648,0.328,3610,1034,0
27.212952108490402,92.36555256421963,1147,34,22,0.189,0.142,4452,725,0
25.014397644940825,94.72378078171367,1835,12,36,0.861,0.677,4905,2379,0
27.71931781768601,91.37979149089966,2189,25,117,0.762,0.361,853,976,1
28.067322698657225,92.09491785319557,1385,19,37,0.5,0.488,3620,598,0
23.713265344614893,89.14490588224568,1604,29,191,0.216,0.676,5227,1473,1
23.5272079003009,91.0921840740642,2213,49,291,0.151,0.209,3863,1883,2
28.320815051470206,95.69503619572014,2867,23,80,0.771,0.61,5059,701,0
27.521934157435428,90.51253790505629,2439,10,210,0.828,0.491,1823,2428,1
27.98252832473967,96.08426614884807,1110,32,126,0.311,0.447,1871,2428,1
25.686730357750662,92.31342405294961,2243,31,22,0.134,0.477,4180,142,0
28.199603373617222,89.19440801609792,2165,49,50,0.485,0.292,4625,55,1
26.719826927451024,95.7212990010785,1162,23,122,0.65,0.173,3980,1253,1
27.239152276734345,91.3337841454245,1257,42,12,0.93,0.471,1185,1665,1
22.696285052445084,91.83312027734512,2674,34,0,0.831,0.157,5708,1368,0
26.914564710806754,88.49330507690182,1875,22,277,0.589,0.266,5658,336,2
24.693426863838717,89.57740662867988,667,48,186,0.855,0.189,3044,1911,2
25.737802957604423,93.84134560306698,1477,40,34,0.577,0.719,1183,1376,0
25.521395832906368,91.80636212598017,1595,42,107,0.74,0.709,2675,1449,1
25.320983098886547,92.78714031059127,1002,8,32,0.417,0.462,4157,2162,0
27.851419279753223,92.12086707939042,1271,39,149,0.484,0.395,5565,273,1
24.15565641725173,94.27373899766495,1174,10,200,0.863,0.331,680,452,1
24.999219952653704,94.14163037294831,1700,36,77,0.844,0.517,5188,97,1
23.63436395211292,88.19832956676292,1694,13,242,0.395,0.455,5331,92,1
26.060143530332535,94.27177222647887,2491,19,266,0.648,0.429,2858,1341,2
23.860691628645796,91.3471208493152,1564,40,227,0.489,0.554,2560,708,2
24.211479493183514,96.75885480328078,2692,23,24,0.226,0.328,1412,663,0
25.14533182652625,91.3270492900943,1018,50,78,0.237,0.194,2643,2358,1
25.190574580723045,96.77919111001029,2027,18,287,0.701,0.632,2866,610,2
28.06686773837587,89.404479407062,2376,39,154,0.203,0.12,4141,600,1
26.50132638873533,95.19618557458433,2849,39,259,0.382,0.664,3932,1192,2
23.201256586972573,88.22316035341225,2756,33,173,0.686,0.685,378,576,2
26.000588649202907,89.9992947133746,1299,44,112,0.479,0.174,500,2495,1
24.866541677465293,92.41418824240431,2596,22,100,0.119,0.531,3699,362,0
26.795782634040897,91.84876430278025,1105,43,261,0.902,0.827,3007,1633,2
23.02559178541728,94.55068021260384,2797,29,190,0.11,0.376,2573,1830,1
27.513069193982187,93.38142136316524,1071,33,212,0.783,0.331,3522,1701,2
28.098917974237885,93.31611002091338,770,14,106,0.358,0.891,4353,1378,0
25.834883069788813,94.39222306095992,1216,29,45,0.106,0.611,2289,1702,0
27.436795316319838,90.71793609493425,672,13,102,0.258,0.405,4587,2014,0
23.42414381784247,90.70152467194377,510,42,155,0.52,0.692,1889,114,1
25.45131901980012,94.19058867397213,1234,45,241,0.206,0.633,2406,1713,2
25.98639462055948,93.09017130676371,1981,20,14,0.201,0.322,596,2458,0
22.605270483133797,90.33583465565462,2856,21,243,0.928,0.755,3107,2104,2
23.479853110889568,90.45403318293744,1963,42,29,0.224,0.469,5729,559,0
23.662889008213988,93.65226956195553,2604,31,182,0.141,0.333,5284,319,1
26.61266231676791,94.195119777789,1611,11,85,0.562,0.798,5661,1238,0
24.188506560311357,95.00927060368726,2622,11,273,0.593,0.759,155,565,2
23.826681010346423,89.69575106468767,2561,31,174,0.883,0.23,1834,638,2
25.262948151649436,88.6876029301367,2209,40,269,0.819,0.67,5802,471,2
27.83835831229009,93.37883775463767,2310,13,8,0.508,0.349,3020,574,0
27.640891255181025,89.28123402738888,1027,26,88,0.703,0.123,1021,915,1
22.966411785131978,94.97223077236335,957,19,157,0.207,0.204,693,1745,1
22.855591422427402,89.07029996198985,2929,32,21,0.267,0.126,5454,2108,0
23.732407119315997,96.11057380438015,2964,21,22,0.156,0.634,840,512,0
24.613219640875936,95.69624273855769,1924,16,179,0.125,0.216,2322,2379,1
23.80198845486991,89.72392768173198,2666,44,123,0.529,0.155,4786,62,1
28.0228630678741,95.66167129106674,1376,23,87,0.866,0.53,5992,409,1
27.50845292306642,96.83171011817853,1240,35,187,0.693,0.248,5567,444,2
23.161896967279652,89.22321132914978,2408,32,109,0.537,0.426,2624,511,1
24.808686701220786,92.11251189860333,973,28,147,0.574,0.132,2737,2027,1
27.86852788214646,95.22192760021308,785,24,227,0.292,0.426,3555,778,1
25.12835010242443,93.92693436956904,2123,48,188,0.252,0.899,4077,435,2
22.888262466954142,96.77686744773222,1191,10,61,0.222,0.42,4887,421,0
26.851203001995835,90.50666499050969,2239,26,102,0.606,0.893,1055,958,1
25.354957699776158,93.42848889195359,1958,50,297,0.605,0.705,5324,1644,2
24.004139162123565,92.4754640391275,1000,30,248,0.535,0.218,3774,447,2
28.33243530299197,91.44369684488517,609,45,68,0.125,0.69,608,2045,1
27.105432651587762,95.13458273704497,2629,48,167,0.23,0.598,839,318,2
27.356889584347858,92.86476088255331,1907,17,150,0.663,0.492,2193,2226,1
24.387355186918718,91.38702906655524,2343,6,16,0.942,0.804,1025,1576,0
25.084086707286012,90.81213707805804,2513,34,18,0.128,0.545,2532,677,0
25.93326140060209,92.28319949701651,2709,29,249,0.749,0.555,4068,2273,2
27.098824604352544,90.55993785622972,1944,15,259,0.147,0.311,4891,1552,1
22.661399055951566,96.02208601405007,2891,8,14,0.602,0.203,3051,1433,0
22.838695481176973,90.19805997780357,1938,26,194,0.183,0.376,2977,1692,1
24.525565542419816,88.17740791176074,968,20,159,0.604,0.828,586,1253,1
24.09971331151138,94.26362628659083,2225,25,19,0.492,0.791,4703,2113,0
23.086354038491542,92.3952275581696,2845,42,11,0.938,0.402,3247,1325,1
26.188967241325418,91.27000874820985,1182,49,105,0.386,0.502,5517,1395,1
24.224133354357857,88.42778225001605,1376,32,103,0.522,0.778,667,2199,1
26.051187932647977,90.46028438661567,888,41,205,0.784,0.6,803,2373,2
27.324760271604763,91.89619436093501,2567,41,271,0.504,0.268,678,1241,2
26.52936149076114,92.92806239892101,2356,39,160,0.27,0.422,5169,2115,1
28.122977553513334,92.79447401523889,1597,6,264,0.833,0.561,1794,1919,1
24.685648014954626,89.32969319942121,1321,44,222,0.894,0.681,540,2144,2
24.101608551608503,90.58340137313593,2189,14,153,0.818,0.428,577,838,1
23.651496068881638,90.21027948836537,1114,15,131,0.684,0.289,2003,470,1
23.456150931390166,89.22787565933375,1327,24,237,0.513,0.893,3507,156,1
22.83196363715458,96.06854928102616,581,21,142,0.66,0.241,395,1995,1
24.881370303474164,95.55829426287197,869,25,152,0.837,0.82,3384,1493,1
28.198047002037576,96.38400062715516,2877,13,120,0.195,0.688,1038,2142,0
27.494004990949907,94.63512718312111,1848,21,254,0.852,0.29,1051,1288,2
24.950253334088888,95.76609940309322,2300,20,216,0.285,0.185,1803,1129,1
25.042687899240292,94.14464602781177,2735,8,251,0.553,0.66,975,1301,1
22.70885659045605,94.65504743129023,2981,22,74,0.409,0.673,2574,91,0
25.70946415664045,90.12743705301601,999,8,122,0.315,0.408,5284,1491,0
28.11793442768042,94.81001135795671,869,33,198,0.107,0.869,2143,1237,1
27.23590439709492,90.46632873116434,2164,24,107,0.831,0.228,3645,1304,1
27.44640519441709,94.2863396879191,911,10,251,0.5,0.43,2775,1735,1
26.671260596544336,94.85777900717325,2356,37,33,0.399,0.582,4536,1343,0
23.70045190878047,90.74992783981186,2141,46,94,0.636,0.733,1164,17,1
26.614520270093507,95.13378065418276,2933,41,42,0.194,0.3,5895,537,0
27.460611656051,95.19575801146162,2929,25,231,0.507,0.688,2185,715,2
22.62440782553446,88.20673085233578,1419,17,43,0.452,0.246,3141,2341,0
22.798697787569534,93.56203644618489,1191,40,117,0.871,0.879,1674,1077,1
22.584689440663908,92.73253930297813,980,43,133,0.227,0.866,1443,2328,1
26.978658176697856,91.438661636202,1679,34,253,0.201,0.671,1610,1095,2
23.58221923150975,95.13217181200896,2213,32,105,0.61,0.896,2368,780,1
25.99741846401693,93.82512011471002,2014,6,148,0.93,0.288,3744,1022,1
26.780015694357253,94.37607849992527,1369,10,5,0.499,0.797,5727,1633,0
25.32559454030811,91.18871515222382,1461,43,131,0.162,0.546,476,1368,1
26.52757212687587,89.19014428341777,2116,43,23,0.105,0.504,3170,1244,0
27.767380511824108,89.18727580314004,1889,40,21,0.593,0.308,4176,2023,0
25.495263704881648,96.76034340644804,1023,25,271,0.468,0.308,2616,185,2
24.378061895181627,96.03404628846685,2617,22,184,0.887,0.326,2206,1085,1
23.633519730655287,88.49110450646836,717,25,251,0.749,0.221,5435,1807,2
28.471210460149134,96.34485707025377,975,16,18,0.5,0.231,3876,1792,0
23.17494530286662,94.47787567080493,2519,7,226,0.403,0.667,4024,1879,1
26.999619909021455,95.4031458083922,1189,14,63,0.397,0.263,2377,744,0
23.583413083095206,96.28371876993417,2837,41,299,0.281,0.898,83,2159,2
24.865018816600365,93.31304648043465,999,20,255,0.675,0.81,262,1169,2
26.27014043726928,90.42386592438696,2359,11,165,0.231,0.165,5847,1970,0
28.184510382929975,96.99838998622354,1830,47,2,0.38,0.135,5148,1860,0
27.288881825903132,94.69419993189362,1823,41,66,0.28,0.139,5322,1163,1
22.623072215274533,89.87400466551235,865,40,195,0.179,0.304,2016,1638,2
24.29127996373974,95.20990379073639,993,29,206,0.342,0.702,5408,636,1
25.437738214974512,95.96871734777693,1318,24,67,0.405,0.177,3060,2104,0
25.104635535062236,91.83415388939177,1263,35,137,0.579,0.438,3511,1513,1
25.66367226673184,93.82502852173224,2528,7,262,0.39,0.471,1886,640,1
28.405117398252624,94.15882543568412,1108,10,148,0.498,0.163,3962,1235,0
28.003812076677153,92.62073066062248,813,24,127,0.545,0.336,440,2261,1
24.632745813795633,93.27011096280758,1537,37,217,0.451,0.472,5950,2333,2
22.7715522982161,91.74626405455767,2109,37,8,0.197,0.629,1520,751,0
24.548006279768927,96.26300734163898,1585,50,152,0.367,0.679,5540,1847,2
25.102793523715853,88.16123697200882,935,16,108,0.257,0.698,4998,1067,0
26.855468429031482,90.72519983773302,2965,30,59,0.111,0.625,3819,1664,0
23.025810783732958,89.21602552477184,1739,44,184,0.687,0.871,5580,1622,2
25.386703162578787,89.3063877139066,1357,17,57,0.794,0.657,1591,114,0
24.305507217484166,92.17082999895133,852,20,223,0.816,0.787,4462,786,1
25.3289351919127,95.7381680089656,2486,35,216,0.119,0.233,1298,1828,2
22.547245685875275,93.67368892303605,1867,42,124,0.271,0.556,3259,213,1
28.49415820646768,88.33315493455133,2770,50,221,0.933,0.779,4790,2445,2
26.78574197265676,92.75477928050739,1449,30,248,0.536,0.68,5609,2003,2
23.201644442742563,93.60427020825952,2438,32,295,0.368,0.151,5360,1713,2
25.31544262217793,91.94299619711137,1287,46,177,0.481,0.449,1371,1184,2
27.799040360453457,94.50695503057887,1037,37,112,0.6,0.648,4982,1923,1
26.231054270589738,90.54211493742673,1163,29,213,0.808,0.638,3001,1939,2
27.260894734381928,96.48749228525091,913,10,247,0.21,0.26,5012,2020,1
24.642263249021525,89.42744918594087,1568,36,155,0.3,0.545,198,1474,2
25.871888692264065,92.3772876808077,994,37,16,0.786,0.37,983,933,0
27.620448888397316,95.86326107858484,1119,26,181,0.754,0.716,4613,1100,1
28.347958539689714,95.03487155955399,954,43,53,0.7,0.841,3636,1877,1
27.72521684491871,96.1988719348218,983,44,52,0.8,0.134,913,689,1
26.38255782561318,91.01146772781347,1131,15,149,0.702,0.71,4132,411,1
27.50888021927231,92.26296999359042,1504,13,62,0.821,0.451,3455,31,0
26.276642411872533,90.20906152102724,1977,23,258,0.246,0.313,5908,1704,2
27.888391545061157,96.5665648704135,2176,38,215,0.769,0.21,3562,1698,2
23.008669287188514,90.83324114691361,785,38,185,0.902,0.454,131,2124,2
22.84685897727607,93.68446805939394,2853,15,222,0.152,0.707,5458,623,1
26.829306263150162,90.82325712727813,1746,50,266,0.927,0.435,5627,2272,2
25.17713430422005,89.84620214244886,2154,27,4,0.803,0.82,5050,606,0
